StreetName,rand1,nor1,uni1
Crescent Oaks,539558,13925615.732944854,2236858989.534929
Brentwood,690796,1857560861.5707574,1099976966.331878
Talisman,128216,1895713992.0791676,2502418151.0861893
Forster,900716,265970954.2798382,4985757689.767916
Service,425385,227925459.80912498,8155535091.500305
Thierer,957045,1962522423.2845697,1926749128.6388254
Dakota,549637,2074500347.3792865,446382651.92196316
Monument,129274,1869892270.4406934,4851400816.827439
Maple,912312,361949256.4164657,104281510.38809712
Cottonwood,526374,1938748695.6741645,415058200.5771795
Hudson,30779,762026472.5323386,58721162.32578385
Caliangt,323219,318923764.5658233,3229465563.0778174
Anniversary,538046,1063698016.5295908,1673015772.8629706
Washington,535056,1941479097.0208955,5564770228.396076
Cambridge,94341,15202910.654887632,2086717165.8002603
Gulseth,227520,1589980490.73486,167996245.16499972
Declaration,529915,738953697.9761441,4434788672.760219
Lien,525279,259912910.53721562,1243773335.9573402
Rockefeller,510843,471801136.9901644,4103036383.2557397
Hooker,10395,1559002835.1657758,2685901611.9929876
Elmside,274608,1005021884.584076,848228940.7030326
Forster,14088,688249121.2381207,1068237886.2966567
Sauthoff,74900,1603586635.893444,278897357.4397117
Crest Line,609636,571176048.8321061,760766705.667628
Summerview,651587,1941007433.496899,759285228.8111632
Pennsylvania,960346,326232220.4826283,405233373.65868986
Troy,832181,1601597984.514363,2223770923.4882283
Forest Run,227327,114119865.5022184,1531330108.2637262
Paget,163642,2008093990.5012474,557610136.849944
Saint Paul,449233,69362150.99007227,753354988.9409293
Independence,443153,285920334.4938993,104578340.64029686
Prairieview,502454,821843369.3827112,917862109.8189505
Fuller,164239,1129658318.3831434,2067052232.2641792
Prairie Rose,831745,1226407841.7541742,18244025007.632946
Stoughton,245661,1786615026.1704097,4633849904.083898
Texas,104036,2010310932.1757083,2966156501.8707056
Rusk,104185,932548153.3633976,54379427.6994287
Kinsman,999658,2066938993.3571758,1200700667.0066416
Buena Vista,312213,760409273.2054967,2193942385.0357
Amoth,58265,1873121950.030659,2598282268.0768995
Gulseth,121551,1839546170.0732906,289765190.5796408
Luster,389597,1863880448.9110098,1277378865.6762996
Sheridan,339784,806089883.4751819,3936222848.612843
Waubesa,153301,72243980.10294044,482332636.7616141
Northridge,532891,159153404.33833134,1027908012.9014356
Forster,799711,162581285.53836498,2214815739.4011264
Laurel,583172,1030246740.478454,748070922.4610214
Dwight,750419,997257813.3874416,3915396605.1837
Vera,570156,137399163.75712925,482488190.2109403
Fuller,154788,1775987041.6782043,5541538273.363368
Melvin,115094,521657187.00159746,959886859.8367405
Green,318790,1780523473.8497224,2031561238.7185519
Hanson,435391,844268420.9496348,134809598.43317452
Grayhawk,956112,145450466.5297575,2238478990.3140917
Forster,638078,1347741613.6310263,4752230202.97457
Anhalt,700988,149051417.38406968,7924474403.1772
Oak Valley,126841,2142517855.6793306,2183812170.393638
Evergreen,403331,1268916747.6096332,6130914650.505834
Alpine,86492,1851193295.7694356,2644254443.2231956
Upham,418310,251875107.20173916,754349678.0347807
Toban,771469,276187520.2305904,12087409.114412159
Sachs,114236,894692661.8512696,3455624172.977801
Debra,399694,1451391996.8365645,2169984378.6660166
Dixon,170135,1651263531.9811592,5350710876.682188
Kings,524234,652716984.9605503,1865964521.9456742
Maywood,703624,297337583.7118727,5732231470.803041
Hansons,566391,1404945468.7752905,1003689095.2972982
Dayton,890936,818059347.4235222,2500623823.3655996
Magdeline,693904,1699537582.6012537,5653200464.73908
Stuart,635264,496565961.83544385,1080178642.7696638
Buell,52163,698519224.9306351,1511656509.1663034
Forest,344391,1468302901.8115523,917581366.5057153
Anhalt,612792,392663386.95227796,2095199662.242498
Bunker Hill,975637,595512612.2812268,710258065.306671
East,217371,1227033569.5824952,3135259244.1188464
Toban,208990,966595631.0937815,610057841.6274658
Northview,231955,32151219.838826813,371239640.1742926
Derek,770010,1182830504.1873186,682948299.1923822
Moulton,605367,92625001.61619635,3557750738.987637
Weeping Birch,329700,714975869.8126707,3116486809.034007
Oak,293152,886016130.5646902,177815671.7139892
Dapin,3087,586332639.9268208,10985564228.342722
Roxbury,505499,383338863.1616791,481956385.18488634
Prairieview,907704,2042022370.3135011,708718742.1759193
Carberry,500916,283186401.92374957,586797461.3604492
Crest Line,895539,105848494.92677133,3029300914.0385947
Debra,552870,1763855592.9809177,4247025830.164881
Derek,780083,994119025.0468291,600963954.2292845
Truax,191643,2089090475.1558652,1652363072.901569
Bartillon,7572,990994102.7594768,655577093.0082827
Elka,800443,68050342.60124521,3508774899.365016
Lien,674534,1660852233.1503518,2098613965.8181508
Rutledge,594145,2135138977.4923573,739449379.094804
Lerdahl,663926,907457904.2655839,3635035568.660342
Nelson,199290,1626728135.2678583,5070811784.928498
Bunker Hill,67930,323686307.3413592,3309406706.0885425
Little Fleur,7192,713656143.1332799,95079923.75065592
Pawling,111963,2044760302.781316,6827644003.154366
Burrows,931553,1410017426.7679687,5298949771.320214
John Wall,952088,1268675099.4686558,784796051.4831427
Helena,569519,233823968.61751783,9376741644.946505
Menomonie,188873,262348482.92068902,6024477665.15804
Little Fleur,75330,1684560066.1020951,696780933.1914926
Hovde,413909,1238305763.7445595,1232781251.8983457
Hauk,254991,1577278759.36929,1322743162.1194537
Hauk,80640,822945266.8469188,590114346.7050592
Del Mar,633282,1518334.3430958993,2968870429.856281
Darwin,92633,1555103750.3705626,2635903648.599612
Tennessee,512952,1721795718.3436627,2681316991.819782
Di Loreto,48674,1623228713.1313374,3041896114.028817
Helena,177170,1977937651.4009066,2486173639.8892655
Basil,126391,2010430907.2747734,3068026441.3950825
Debra,324575,376677000.60008186,1786817706.891341
Barnett,584229,1140249231.0690033,46380651.803600326
Sycamore,673758,2046207775.4656522,3023841642.5894675
Artisan,60174,675973446.1613938,1689279390.7552009
Ilene,918132,932026022.2516862,2363240916.010558
Pleasure,805761,1568116156.8912623,2136224137.410659
Oxford,168025,778952599.1983337,1274419782.4845326
Arrowood,134660,154762898.1394772,207756978.60594904
Pleasure,883361,385055129.6179057,5077774720.712511
Maple Wood,904871,881689824.3089308,48906365.99456306
Paget,338298,1462395789.5789318,413076931.11073977
Pearson,802495,1964174293.580921,398623763.98976713
Anzinger,422504,1475009370.5110822,3866658993.1827574
Summerview,821203,1497256771.551085,1308713415.7206855
Dakota,734988,564003180.2111968,380947849.1116379
Melvin,58158,737961752.8200194,922434022.5830749
Northwestern,80673,1313803575.8901594,3175699463.0956063
Fulton,87018,1978200133.825046,111516736.86989579
Macpherson,445941,695079028.5423965,2538260035.165311
Butternut,426824,2120088444.7876534,25803600.990829367
Rusk,975994,1029997115.5491736,404358468.29888636
John Wall,320732,398758742.22116166,5351537543.791551
Fairview,933288,555141562.8118184,10352315.706048923
Burrows,950394,875330023.7705233,588942776.4458398
Jenifer,413254,475844867.7768539,1025579307.6374385
Cambridge,752967,821586836.7817173,5583305861.128169
Waubesa,299148,250599652.75095475,1101247321.8281453
Towne,577383,1911497280.3369064,2424031224.5751166
Autumn Leaf,934247,1174204522.0291243,1176178406.3014607
Becker,987496,1653762456.7326653,328107793.79964143
Marcy,920915,11423189.802844545,1349641932.291478
Ruskin,125173,1383857.904858387,2408510752.6272655
Glendale,288810,1954754222.865869,183965548.70048854
Troy,40335,220611861.43869746,5133455453.960367
Westend,804215,1228131856.7777603,3990930343.1639395
Nancy,904513,2017889786.661816,2553613197.6252995
Becker,239519,1132741750.7267294,2547413229.191554
Drewry,356247,1467494732.2000818,1440615486.6786077
Scott,363781,1330941530.6140296,428260071.3328872
Dahle,521319,145952208.85408476,3513572548.6176486
Talisman,270726,1321580841.3453083,5048248176.219798
Sachs,649394,146906976.00002939,1609673120.0560122
Manufacturers,608764,2096608356.7021143,513231776.359143
Pawling,912434,903805015.9226096,2028432504.6516268
Blackbird,371174,566685999.4283797,2085255462.6188185
Morning,459548,1705949163.9394743,2742416215.161004
Thompson,960066,1929964611.3658843,520550829.73422354
Bartillon,956913,888267947.5085448,9575990.169666385
Menomonie,807286,65179115.38459564,1163130830.4532084
Longview,781817,1277148518.3228633,191912259.87269482
Hintze,689610,1335784751.4114125,1348111701.9094586
Aberg,226516,653235958.9732281,93836220.95813659
7th,888717,1725919168.3160043,7565243655.474602
Eagle Crest,389412,1177983226.3975446,1477637784.543185
Sutteridge,622193,767004923.9749607,2195480257.537562
Pawling,913033,487403118.7894532,2149973811.278504
Atwood,176976,1749187312.0372894,8828588737.130968
7th,908529,1516830943.3516974,1366511279.5934758
Jana,160525,972525973.1175888,9681912515.13137
Waywood,455112,949756782.4789814,127518536.81189841
Lakewood Gardens,967028,1701463987.1884084,1555494675.621155
Magdeline,263895,590231963.2921164,449878195.5660253
Towne,817577,762905925.0622305,583222253.1614249
Glendale,282626,1177496892.9460337,2952312104.7331543
Waywood,878370,2018987809.8940814,392055284.9557777
Nobel,619655,1184438513.360656,5192781725.436518
Porter,570348,283552699.5875693,912254649.4570369
Helena,173745,234218751.12067115,1920913621.541242
Susan,455921,1766826809.5688086,601614657.816854
Waxwing,909766,399728201.52798885,3223218818.6477337
Spenser,327780,1397021996.3313282,10625881.693642678
Huxley,882587,1019128823.0174391,4317664722.935351
Everett,789776,2057798891.0605185,855441615.2430683
Columbus,148505,1419692519.8498538,1386906466.2038584
Colorado,991967,2057639204.1817377,869922624.0358092
Eagan,381867,353936728.55024034,91970951.61881945
Transport,248062,1612144663.553104,695661395.596001
Summerview,979994,1180949558.3770683,1532515913.4649496
Mandrake,26545,2116302640.482009,1202720075.1069114
Vahlen,308514,1805806473.4027362,6473836209.27683
Northfield,839853,634507204.1474786,709898052.3003749
Jenifer,814797,115812243.97663908,1779814741.7122164
Granby,986400,1412318568.278517,1501798297.3154051
Troy,186668,1840236022.4568045,4650956938.912101
Nancy,453736,1581529355.496921,157264674.78534925
John Wall,476930,1377021678.1342165,536586754.00358427
Fair Oaks,141169,1288319403.0753264,1506305244.3163223
Hollow Ridge,640646,990015674.6553718,742295012.4376109
Mockingbird,498865,1205562587.0773869,932916395.3223162
Victoria,701133,82595065.78865302,3776459983.4654155
Straubel,183257,802288495.1418577,3627282878.0199175
Delladonna,304267,11286160.537427597,1334512043.1543183
Westend,246876,118278337.13270989,389515189.7046343
Superior,635191,499986179.2269827,5740322327.339377
Coolidge,882297,266608468.97187814,1878852021.066896
Forest Run,360005,1900952966.839694,601846408.4794464
Washington,410199,1395582590.93527,1173644652.6473503
Merrick,35432,1390633980.7995114,2640722468.4120164
Evergreen,989105,287454273.64109343,3891035815.5282335
Norway Maple,776599,348540043.3266441,4035963191.194181
Transport,428999,1143276323.7517772,220935408.38632745
Corben,526795,1918604965.6332686,893407749.3762217
Lyons,631183,2061223133.059811,3849641695.068855
Fairfield,563425,768213580.2641556,1496935176.3060436
Stuart,184171,733597862.0408312,4286573157.697179
Dottie,318476,1337062068.4102733,1115108774.3855422
Hallows,531595,1633325073.085118,95492513.57415839
Hayes,525082,731369911.701705,4559092499.678761
Morning,899231,1476291704.6124423,472281016.0020898
Fieldstone,78599,1187420870.0425549,2469014489.8773212
Acker,929220,2026323041.7002642,2929968009.072491
Oriole,315699,1494336226.4810247,1746875724.305925
Glendale,6958,724907133.2896359,1257483843.9581978
Pleasure,171913,178196187.3313612,961441343.0758642
Petterle,821087,2041946503.648513,4917226745.313157
Farragut,7847,754861566.9416428,2127190769.0825083
Dunning,20635,1061607072.4184142,7845144570.906608
Johnson,81169,1397865128.3955345,1065721866.5882535
Roxbury,942211,244649147.45531622,1085718644.1249497
Fulton,108425,633002076.4983599,2549978831.1011844
Hovde,588494,1082570174.4169052,275686130.13841873
Paget,91876,733508331.7084454,112567202.04238395
Springview,990463,1271928460.783814,1447397966.4636743
Union,858657,1593141424.925575,621034536.1093487
Lindbergh,262957,1423998597.268136,344999060.2845619
Hoepker,801692,1784619851.4623563,829225740.0667509
East,290068,281499916.2019502,125097365.8420714
Susan,932293,1443975286.6346548,186386616.79996273
Menomonie,553349,346261214.3496407,168498247.50577873
Riverside,678991,57586243.27372047,1444944192.8671403
Hintze,629708,62601964.16914571,867899564.3477893
Fremont,236036,848615511.1402066,8800559462.05496
Reindahl,798150,687190162.8873919,46053248.300976
Hauk,145811,1709980124.7898068,39376748.905322954
Eastlawn,674364,352021213.58441055,1779070777.6913657
Rutledge,706204,379376868.8274263,3823225395.0539064
Eliot,690061,1402178847.5075593,1686466381.603604
Hauk,909339,1222925839.6119006,867936512.8370613
Roxbury,672680,1090387739.2752492,4998901031.175198
Hauk,214271,799579198.95122,3393328082.9563823
Anthes,979303,804731871.4774997,968298722.9647853
Towne,488098,530511970.01051825,645626641.261025
Roth,171746,1358274335.2268183,1222863670.1402888
Caliangt,479948,655690209.5379386,3247803119.8194227
Warner,301402,213348030.85695902,3504442689.122574
Talisman,412182,892935054.1475532,183608715.88990697
Spaight,356028,998779135.2752835,4019711199.3231397
Anniversary,60612,483596302.9081075,1066088824.4077287
Spohn,159255,1868174204.7686217,3187828869.2226353
Drewry,574066,197824000.3335004,741915052.8403053
Heath,764825,854909496.0427392,1086415114.9638367
Dapin,587274,1387837443.7916648,6046819726.944933
Continental,892650,1760723749.75595,1321321020.4557474
Lakeland,710706,1232553142.3094568,38936799.20964844
Bartelt,804958,933136551.483759,348918244.35950124
Dryden,411449,2126585598.9781084,1320211968.964842
Holmberg,815868,18830526.982441097,1576116437.1610742
Barnett,428187,1153152077.3379114,8718127240.975494
Muir,909868,1598535915.249822,1288666895.2457955
Village Green,217949,641283015.7823913,2421643123.3850365
Bobwhite,392046,764188161.803838,690132176.9303049
Jenna,657775,1022905853.7911029,548106818.4258783
Susan,877881,1514287413.8251371,2612155216.828963
Gulseth,361243,1632131737.024836,818175792.2008104
Hintze,514661,803825292.3347024,4932750525.824745
Ridgeway,319642,1512422919.5318737,1054808439.1823999
Blackbird,83857,585166434.9402258,3192405125.6504
Aberg,697955,1203917781.0875673,2090521864.3752258
Meadow Valley,259660,797314043.249898,3346529314.433529
Burrows,910740,836301316.1045425,1577073131.1372812
Bluestem,585617,1543651645.6342485,4890992763.786047
Roxbury,118690,1551118516.5865035,1576333842.9033017
Texas,627315,1424422665.1265802,753739924.1078732
Basil,174994,1372456362.4903085,1763605862.3745494
3rd,353596,1971530830.5258577,4883559901.011673
Lindbergh,927090,303627367.4928767,727595121.4972932
